stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
032e987f-6609-11ed-98db-5adc55d213d0,,"Rua José Maria Palma, 70, Sorocaba - SP, Brasil",,-23.443443,-47.46582,,0,
032d043c-6609-11ed-98db-5adc55d213d0,,"Avenida Ipanema Sorocaba - São Paulo, Brasil",,-23.453192,-47.508583,,0,
032d27f9-6609-11ed-98db-5adc55d213d0,,"Avenida Ipanema, 5264-5436 - Jardim Botucatu, Sorocaba - SP, Brasil",,-23.452692,-47.51053,,0,
032f6a0a-6609-11ed-98db-5adc55d213d0,,"Rod. Emerenciano prestes de Barros, 1368-2128 - Parque São Bento, Sorocaba - SP, Brasil",,-23.43872,-47.515816,,0,
0330fab5-6609-11ed-98db-5adc55d213d0,,"Rodovia Emerenciano prestes de Barros, 2325",,-23.42894,-47.516914,,0,
0331fbb6-6609-11ed-98db-5adc55d213d0,,"Rod. Emerenciano prestes de Barros, 45-331 - Parque São Bento, Sorocaba - SP, Brasil",,-23.421877,-47.519253,,0,
033220e9-6609-11ed-98db-5adc55d213d0,,"Rod. Emerenciano prestes de Barros, 3597-3713 - Parque São Bento, Sorocaba - SP, Brasil",,-23.420233,-47.517265,,0,
0acd7c9a-6f10-4e29-8160-609c5fce5514,,"Sorocaba - SP, 18072-510, Brasil",,-23.419878,-47.51431,,0,
033253c4-6609-11ed-98db-5adc55d213d0,,"Unnamed Road, Sorocaba - SP, Brasil",,-23.418478,-47.512226,,0,
03327eed-6609-11ed-98db-5adc55d213d0,,"Unnamed Road, Sorocaba - SP, Brasil",,-23.416624,-47.5123,,0,
0332682e-6609-11ed-98db-5adc55d213d0,,"R. Waldemar Rosa Santos, Sorocaba - SP, Brasil",,-23.41772,-47.510204,,0,
03316568-6609-11ed-98db-5adc55d213d0,,"Rua Adolpho Goldman Sorocaba - São Paulo, Brasil",,-23.42618,-47.449722,,0,
03316f61-6609-11ed-98db-5adc55d213d0,,"R. Guilherme Briviglieri, 121 - Parque Vitoria Regia, Sorocaba - SP, 18078-469, Brasil",,-23.425983,-47.450935,,0,
03315d71-6609-11ed-98db-5adc55d213d0,,"R. Zemira Rosa, 66",,-23.4262,-47.45248,,0,
03315891-6609-11ed-98db-5adc55d213d0,,"R. Mariano Vera Diaz, 96",,-23.42629,-47.45505,,0,
03310e47-6609-11ed-98db-5adc55d213d0,,"R. João Carvalho, 176",,-23.42855,-47.45632,,0,
03308207-6609-11ed-98db-5adc55d213d0,,"R. José Martinez Peres, 1501-1699 - Parque Vitoria Regia, Sorocaba - SP, 18078-348, Brasil",,-23.431795,-47.454338,,0,
0330b9d6-6609-11ed-98db-5adc55d213d0,,"Rua José Trugilano, 1129",,-23.430197,-47.456707,,0,
0330b68a-6609-11ed-98db-5adc55d213d0,,"Rua José Trugilano, 1025",,-23.430494,-47.45858,,0,
03309ba2-6609-11ed-98db-5adc55d213d0,,"Rua José Trugilano, 775",,-23.430866,-47.46093,,0,
033093f1-6609-11ed-98db-5adc55d213d0,,"Rua José Trugilano, 617",,-23.431137,-47.46251,,0,
033084d6-6609-11ed-98db-5adc55d213d0,,"Rua José Trugilano, 369",,-23.431578,-47.46519,,0,
03306d52-6609-11ed-98db-5adc55d213d0,,"R. Sandro Antônio Mendes, 213-291 - Parque Vitoria Regia, Sorocaba - SP, 18078-384, Brasil",,-23.432123,-47.46726,,0,
032ff2e6-6609-11ed-98db-5adc55d213d0,,"Rua B, 93",,-23.435337,-47.46921,,0,
032fb2bc-6609-11ed-98db-5adc55d213d0,,"Rua Antônio Silva Saladino, 619",,-23.436785,-47.47054,,0,
03252d0d-6609-11ed-98db-5adc55d213d0,,"Av. Itavuvu, 2923-3001 - Jardim Santa Cecilia, Sorocaba - SP, 18078-005, Brasil",,-23.458479,-47.480297,,0,
0332a4ac-6609-11ed-98db-5adc55d213d0,,"Rod. Emerenciano prestes de Barros, 4561-5363, Sorocaba - SP, Brasil",,-23.41533,-47.520123,,0,
322c9453-6894-4965-98df-42ff024ba71f,,"Sorocaba - SP, 18072-036, Brasil",,-23.415373,-47.517323,,0,
0332846d-6609-11ed-98db-5adc55d213d0,,"R. Iolanda dos Reis, 440, Sorocaba - SP, 18072-859, Brasil",,-23.416365,-47.514107,,0,
